sample_method,sample_size,sample_no,percent_male,protected_frequency,log_geom_diversity,4_entropy
P-DPP,40,64,30,0.5,-32.303493236954615,1.3762266043445461
P-DPP,40,65,30,0.5,-32.732275941627606,1.3533763335818898
P-DPP,40,66,30,0.5,-31.822441801024517,1.360939906934056
P-DPP,40,67,30,0.5,-32.16796207912299,1.3762266043445461
P-DPP,40,68,30,0.5,-34.292378086237036,1.3762266043445461
P-DPP,40,69,30,0.5,-32.808568219829624,1.3451529218673646
P-DPP,40,70,30,0.5,-30.193544422155995,1.35337633358189
P-DPP,40,71,30,0.5,-31.491560877938788,1.383790177696712
P-DPP,40,72,30,0.5,-31.95400673310153,1.3737224209213679
P-DPP,40,73,30,0.5,-33.691895709632036,1.3634440903572342
P-DPP,40,74,30,0.5,-32.82768148950525,1.3812859942735338
P-DPP,40,75,30,0.5,-30.61975120217426,1.3837901776967123
P-DPP,40,76,30,0.5,-31.26622609177339,1.3737224209213679
P-DPP,40,77,30,0.5,-30.89853456532107,1.3350851650920204
P-DPP,40,78,30,0.5,-32.36303086180495,1.3762266043445461
P-DPP,40,79,30,0.5,-31.410488128816443,1.366158847569202
P-DPP,40,80,30,0.5,-32.85070645201429,1.363444090357234
P-DPP,40,81,30,0.5,-33.502457794440176,1.3405938195945777
P-DPP,40,82,30,0.5,-33.42148200818938,1.3183841597261439
P-DPP,40,83,30,0.5,-30.495974415492874,1.366158847569202
P-DPP,40,84,30,0.5,-30.94972340934921,1.3837901776967123
P-DPP,40,85,30,0.5,-32.16712743851408,1.3451529218673648
P-DPP,40,86,30,0.5,-31.864695467519482,1.3812859942735338
P-DPP,40,87,30,0.5,-33.098679039451945,1.3426487384441863
P-DPP,40,88,30,0.5,-33.04032616207039,1.360939906934056
P-DPP,40,89,30,0.5,-32.19139155972297,1.322302651104708
P-DPP,40,90,30,0.5,-32.106052243263015,1.360939906934056
P-DPP,40,91,30,0.5,-31.004093098862455,1.360939906934056
P-DPP,40,92,30,0.5,-32.219394473273255,1.366158847569202
P-DPP,40,93,30,0.5,-32.071036026399405,1.3837901776967123
P-DPP,40,94,30,0.5,-30.03208515689059,1.3634440903572342
P-DPP,40,95,30,0.5,-30.493621530291552,1.3634440903572342
P-DPP,40,96,30,0.5,-32.02461027605266,1.322302651104708
P-DPP,40,97,30,0.5,-32.15008973804693,1.3737224209213679
P-DPP,40,98,30,0.5,-32.25237987904507,1.3837901776967123
P-DPP,40,99,30,0.5,-31.764886139085277,1.3609399069340555
P-DPP,40,0,40,0.5,-31.03144332424155,1.3762266043445461
P-DPP,40,1,40,0.5,-32.29212946036277,1.3350851650920204
P-DPP,40,2,40,0.5,-31.34984479174986,1.3405938195945777
P-DPP,40,3,40,0.5,-32.93497262184544,1.3862943611198906
P-DPP,40,4,40,0.5,-31.05042015624409,1.360939906934056
P-DPP,40,5,40,0.5,-31.914938346684558,1.360939906934056
P-DPP,40,6,40,0.5,-31.848521120977143,1.3737224209213679
P-DPP,40,7,40,0.5,-34.60199047423799,1.35337633358189
P-DPP,40,8,40,0.5,-31.373557135847946,1.3634440903572342
P-DPP,40,9,40,0.5,-31.133138240404488,1.3737224209213679
P-DPP,40,10,40,0.5,-30.616509553120487,1.3451529218673648
P-DPP,40,11,40,0.5,-32.98973495244842,1.3812859942735338
P-DPP,40,12,40,0.5,-31.072241441684188,1.3812859942735338
P-DPP,40,13,40,0.5,-31.11230622213411,1.3737224209213679
P-DPP,40,14,40,0.5,-33.16346985713494,1.3837901776967123
P-DPP,40,15,40,0.5,-32.95998520273071,1.3762266043445461
P-DPP,40,16,40,0.5,-33.56998189946951,1.2980380723866656
P-DPP,40,17,40,0.5,-32.75247602521019,1.3812859942735338
P-DPP,40,18,40,0.5,-32.12351578745425,1.3737224209213679
P-DPP,40,19,40,0.5,-32.58492729288887,1.3451529218673648
P-DPP,40,20,40,0.5,-30.71613880480765,1.3737224209213679
P-DPP,40,21,40,0.5,-32.220495275706966,1.3812859942735338
P-DPP,40,22,40,0.5,-33.09137881502018,1.3762266043445461
P-DPP,40,23,40,0.5,-31.628068953742396,1.3634440903572342
P-DPP,40,24,40,0.5,-32.04106654749915,1.3451529218673648
P-DPP,40,25,40,0.5,-33.36309545466955,1.3837901776967123
P-DPP,40,26,40,0.5,-33.65120328456104,1.2797469038967961
P-DPP,40,27,40,0.5,-30.326239945680566,1.3762266043445464
P-DPP,40,28,40,0.5,-31.124595833472107,1.35337633358189
P-DPP,40,29,40,0.5,-32.521020562561375,1.3426487384441863
P-DPP,40,30,40,0.5,-33.57346270990109,1.35337633358189
P-DPP,40,31,40,0.5,-31.19140492017965,1.3737224209213679
P-DPP,40,32,40,0.5,-31.601699536855335,1.366158847569202
P-DPP,40,33,40,0.5,-32.67223569272914,1.3533763335818898
P-DPP,40,34,40,0.5,-31.75072582395116,1.3634440903572342
P-DPP,40,35,40,0.5,-33.840822971996715,1.3737224209213679
P-DPP,40,36,40,0.5,-33.96120476946092,1.3762266043445461
P-DPP,40,37,40,0.5,-30.567836570818034,1.3812859942735338
P-DPP,40,38,40,0.5,-30.735096959795943,1.3737224209213679
P-DPP,40,39,40,0.5,-32.69425415585946,1.3812859942735338
P-DPP,40,40,40,0.5,-31.58602069488162,1.3426487384441863
P-DPP,40,41,40,0.5,-32.16303101874402,1.363444090357234
P-DPP,40,42,40,0.5,-31.889419567160765,1.3812859942735338
P-DPP,40,43,40,0.5,-31.979381424641584,1.3837901776967123
P-DPP,40,44,40,0.5,-32.09842201162507,1.3350851650920204
P-DPP,40,45,40,0.5,-33.601310823006436,1.3812859942735338
P-DPP,40,46,40,0.5,-31.310251320939773,1.3762266043445464
P-DPP,40,47,40,0.5,-32.04061565482799,1.2874177991858335
P-DPP,40,48,40,0.5,-33.105324631441995,1.3812859942735338
P-DPP,40,49,40,0.5,-29.901773708006445,1.3837901776967123
P-DPP,40,50,40,0.5,-32.4642683527916,1.3737224209213679
P-DPP,40,51,40,0.5,-31.783842234917664,1.366158847569202
P-DPP,40,52,40,0.5,-32.66551054557402,1.3350851650920204
P-DPP,40,53,40,0.5,-32.710762311384215,1.3837901776967123
P-DPP,40,54,40,0.5,-31.68040876112399,1.360939906934056
P-DPP,40,55,40,0.5,-31.971350375637314,1.366158847569202
P-DPP,40,56,40,0.5,-30.73072669156994,1.3737224209213679
P-DPP,40,57,40,0.5,-32.73614304198961,1.3812859942735338
P-DPP,40,58,40,0.5,-32.42364660644854,1.3737224209213679
P-DPP,40,59,40,0.5,-32.07962847291757,1.3609399069340555
P-DPP,40,60,40,0.5,-30.969824231701033,1.360939906934056
P-DPP,40,61,40,0.5,-33.035619438857196,1.360939906934056
P-DPP,40,62,40,0.5,-31.31564271054725,1.3737224209213679
P-DPP,40,63,40,0.5,-33.13551234873608,1.3837901776967123
P-DPP,40,64,40,0.5,-31.227854896768374,1.3737224209213679
P-DPP,40,65,40,0.5,-32.287686117610086,1.3737224209213679
P-DPP,40,66,40,0.5,-30.14964202560806,1.366158847569202
P-DPP,40,67,40,0.5,-32.521986329428636,1.383790177696712
P-DPP,40,68,40,0.5,-31.36007554608157,1.3762266043445464
P-DPP,40,69,40,0.5,-31.3583004416824,1.3609399069340555
P-DPP,40,70,40,0.5,-32.75258916028087,1.35337633358189
P-DPP,40,71,40,0.5,-31.75021582899508,1.360939906934056
P-DPP,40,72,40,0.5,-31.4500520302099,1.3609399069340555
P-DPP,40,73,40,0.5,-32.93575513352165,1.3108205863739777
P-DPP,40,74,40,0.5,-30.8379597060798,1.3812859942735338
P-DPP,40,75,40,0.5,-32.677813744235756,1.3426487384441863
P-DPP,40,76,40,0.5,-31.41578259200643,1.3862943611198906
P-DPP,40,77,40,0.5,-31.857847436022546,1.366158847569202
P-DPP,40,78,40,0.5,-32.15897530964287,1.2798542258336676
P-DPP,40,79,40,0.5,-32.82755261006472,1.3812859942735338
P-DPP,40,80,40,0.5,-32.430511088521726,1.366158847569202
P-DPP,40,81,40,0.5,-31.734221146958596,1.3426487384441863
P-DPP,40,82,40,0.5,-32.22605541216339,1.3533763335818898
P-DPP,40,83,40,0.5,-31.93244234201147,1.383790177696712
P-DPP,40,84,40,0.5,-31.28018415176446,1.3812859942735338
P-DPP,40,85,40,0.5,-32.001609790603865,1.3737224209213679
P-DPP,40,86,40,0.5,-31.173674286274746,1.3837901776967123
P-DPP,40,87,40,0.5,-32.37287889276475,1.3837901776967123
P-DPP,40,88,40,0.5,-33.1741139872935,1.3451529218673648
P-DPP,40,89,40,0.5,-33.178902519750366,1.3762266043445464
P-DPP,40,90,40,0.5,-31.417663420169866,1.366158847569202
P-DPP,40,91,40,0.5,-33.05573021413605,1.3862943611198906
P-DPP,40,92,40,0.5,-33.09957322805809,1.3405938195945777
P-DPP,40,93,40,0.5,-31.458855824037713,1.3812859942735338
P-DPP,40,94,40,0.5,-30.368772114513952,1.3862943611198906
P-DPP,40,95,40,0.5,-32.154185776729776,1.3451529218673648
P-DPP,40,96,40,0.5,-31.852427165354364,1.3762266043445461
P-DPP,40,97,40,0.5,-32.025479631089226,1.3533763335818898
P-DPP,40,98,40,0.5,-33.40288527449822,1.3862943611198906
P-DPP,40,99,40,0.5,-31.723996276064483,1.3837901776967123
P-DPP,40,0,50,0.5,-34.157747893201446,1.3737224209213679
P-DPP,40,1,50,0.5,-33.96394551738398,1.3737224209213679
P-DPP,40,2,50,0.5,-29.958033911968666,1.3812859942735338
P-DPP,40,3,50,0.5,-33.29996986363433,1.360939906934056
P-DPP,40,4,50,0.5,-31.23849641137235,1.3737224209213679
P-DPP,40,5,50,0.5,-30.641097878235833,1.3762266043445464
P-DPP,40,6,50,0.5,-32.10889048969161,1.3040114826148388
P-DPP,40,7,50,0.5,-32.47931557585385,1.322302651104708
P-DPP,40,8,50,0.5,-30.767080032089858,1.3737224209213679
P-DPP,40,9,50,0.5,-31.25081340752296,1.363444090357234
P-DPP,40,10,50,0.5,-34.32030624986877,1.3762266043445461
P-DPP,40,11,50,0.5,-32.979750840424735,1.3762266043445461
P-DPP,40,12,50,0.5,-31.70577177563554,1.3405938195945777
P-DPP,40,13,50,0.5,-30.975044290861703,1.3451529218673648
P-DPP,40,14,50,0.5,-31.200348457015956,1.3837901776967123
P-DPP,40,15,50,0.5,-32.98194494414947,1.2874177991858335
P-DPP,40,16,50,0.5,-31.328904334855608,1.3762266043445464
P-DPP,40,17,50,0.5,-32.45939620544372,1.3737224209213679
P-DPP,40,18,50,0.5,-33.157825919576,1.3737224209213679
P-DPP,40,19,50,0.5,-31.38611886495754,1.360939906934056
P-DPP,40,20,50,0.5,-31.470094798133502,1.3737224209213679
P-DPP,40,21,50,0.5,-32.57813688294626,1.3533763335818898
P-DPP,40,22,50,0.5,-33.02946021322104,1.3451529218673648
P-DPP,40,23,50,0.5,-33.04663971573049,1.3812859942735338
P-DPP,40,24,50,0.5,-32.65205139113822,1.3405938195945777
P-DPP,40,25,50,0.5,-32.09300478369061,1.3426487384441863
P-DPP,40,26,50,0.5,-31.375151556401374,1.35337633358189
P-DPP,40,27,50,0.5,-30.82332648155974,1.3737224209213679
P-DPP,40,28,50,0.5,-31.692840406245523,1.3762266043445464
P-DPP,40,29,50,0.5,-32.88551153266383,1.3837901776967123
P-DPP,40,30,50,0.5,-32.37439206175836,1.3737224209213679
P-DPP,40,31,50,0.5,-32.481359014096974,1.3837901776967123
P-DPP,40,32,50,0.5,-33.78017957381779,1.3762266043445464
P-DPP,40,33,50,0.5,-31.53184110612251,1.3183841597261434
P-DPP,40,34,50,0.5,-33.20188146109359,1.3737224209213679
P-DPP,40,35,50,0.5,-32.16003683340148,1.366158847569202
P-DPP,40,36,50,0.5,-33.087138228518924,1.3762266043445464
P-DPP,40,37,50,0.5,-34.479122541897766,1.383790177696712
P-DPP,40,38,50,0.5,-32.20413236535228,1.3762266043445464
P-DPP,40,39,50,0.5,-31.434289229858614,1.383790177696712
P-DPP,40,40,50,0.5,-31.526290791038072,1.3609399069340555
P-DPP,40,41,50,0.5,-33.03973862637649,1.35337633358189
P-DPP,40,42,50,0.5,-31.02514794583191,1.3609399069340555
P-DPP,40,43,50,0.5,-31.53869249954906,1.363444090357234
P-DPP,40,44,50,0.5,-31.354905309961328,1.363444090357234
P-DPP,40,45,50,0.5,-31.450878980214497,1.3762266043445464
P-DPP,40,46,50,0.5,-31.14674566771749,1.366158847569202
P-DPP,40,47,50,0.5,-33.72356167574864,1.3350851650920204
P-DPP,40,48,50,0.5,-32.51392993487466,1.360939906934056
P-DPP,40,49,50,0.5,-32.03167186179692,1.3812859942735338
P-DPP,40,50,50,0.5,-32.44082580668818,1.3812859942735338
P-DPP,40,51,50,0.5,-33.17488616858375,1.3812859942735338
P-DPP,40,52,50,0.5,-32.32674517218767,1.3737224209213679
P-DPP,40,53,50,0.5,-30.791650076890015,1.3837901776967123
P-DPP,40,54,50,0.5,-31.510846033096673,1.366158847569202
P-DPP,40,55,50,0.5,-30.905441123291535,1.3762266043445464
P-DPP,40,56,50,0.5,-30.018790089008576,1.383790177696712
P-DPP,40,57,50,0.5,-31.91428037963015,1.3762266043445461
P-DPP,40,58,50,0.5,-32.60822112118862,1.3737224209213679
P-DPP,40,59,50,0.5,-30.547809845913406,1.322302651104708
P-DPP,40,60,50,0.5,-31.63724584185244,1.363444090357234
P-DPP,40,61,50,0.5,-32.621238273463234,1.3609399069340555
P-DPP,40,62,50,0.5,-31.699200173302128,1.3737224209213679
P-DPP,40,63,50,0.5,-31.199370661517705,1.3812859942735338
P-DPP,40,64,50,0.5,-32.12835688695526,1.3737224209213679
P-DPP,40,65,50,0.5,-31.869521448465182,1.3737224209213679
P-DPP,40,66,50,0.5,-32.551181167737596,1.3426487384441863
P-DPP,40,67,50,0.5,-31.72723588698033,1.366158847569202
P-DPP,40,68,50,0.5,-34.14513551453992,1.3609399069340555
P-DPP,40,69,50,0.5,-32.35547170229165,1.3812859942735338
P-DPP,40,70,50,0.5,-30.534827905375817,1.366158847569202
P-DPP,40,71,50,0.5,-31.777146169636794,1.3837901776967123
P-DPP,40,72,50,0.5,-33.21968246298614,1.3737224209213679
P-DPP,40,73,50,0.5,-30.156170505809197,1.3837901776967123
P-DPP,40,74,50,0.5,-32.88913295456865,1.3426487384441863
P-DPP,40,75,50,0.5,-32.16142465126895,1.3737224209213679
P-DPP,40,76,50,0.5,-32.27954267635656,1.3737224209213679
P-DPP,40,77,50,0.5,-31.958168981630553,1.3451529218673648
P-DPP,40,78,50,0.5,-31.550895736564744,1.366158847569202
P-DPP,40,79,50,0.5,-32.53537391411095,1.3762266043445461
P-DPP,40,80,50,0.5,-31.753736345849294,1.3862943611198906
P-DPP,40,81,50,0.5,-31.782055697931035,1.3812859942735338
P-DPP,40,82,50,0.5,-31.597392075935836,1.3737224209213679
P-DPP,40,83,50,0.5,-32.771849152077145,1.3737224209213679
P-DPP,40,84,50,0.5,-30.796027941629845,1.3837901776967123
P-DPP,40,85,50,0.5,-32.46829609835678,1.3108205863739777
P-DPP,40,86,50,0.5,-32.18492542306238,1.3762266043445461
P-DPP,40,87,50,0.5,-32.881111626902054,1.366158847569202
P-DPP,40,88,50,0.5,-32.30663728786134,1.3350851650920204
P-DPP,40,89,50,0.5,-31.74866147297639,1.3737224209213679
P-DPP,40,90,50,0.5,-32.56279237190565,1.3737224209213679
P-DPP,40,91,50,0.5,-33.48647432789842,1.3350851650920204
P-DPP,40,92,50,0.5,-32.26111799295905,1.366158847569202
P-DPP,40,93,50,0.5,-32.809722487099016,1.3762266043445464
P-DPP,40,94,50,0.5,-30.548011831005503,1.3837901776967123
P-DPP,40,95,50,0.5,-32.35478393175506,1.3350851650920204
P-DPP,40,96,50,0.5,-30.737006532786467,1.3634440903572342
P-DPP,40,97,50,0.5,-33.539126101159354,1.3737224209213679
P-DPP,40,98,50,0.5,-31.997590531299792,1.3223026511047085
P-DPP,40,99,50,0.5,-32.04250522625167,1.3737224209213679
